id,pert,gene,label
Pfn1_Actb,Pfn1,Actb,down
2310011J03Rik_Gpnmb,2310011J03Rik,Gpnmb,none
Rpl4_Creg1,Rpl4,Creg1,none
Fzr1_Lgals3,Fzr1,Lgals3,none
Il10ra_Cotl1,Il10ra,Cotl1,none
Rpl4_Cmpk2,Rpl4,Cmpk2,up
Eif5_Ctsl,Eif5,Ctsl,none
Ing3_Mmp9,Ing3,Mmp9,none
Ptpn11_C1qb,Ptpn11,C1qb,none
Axin1_Ms4a6b,Axin1,Ms4a6b,none
Ing3_Thbs1,Ing3,Thbs1,up
Pik3c3_Snx5,Pik3c3,Snx5,none
Ptpn2_Calhm6,Ptpn2,Calhm6,up
Gosr2_Gpr84,Gosr2,Gpr84,none
Atp6ap2_Il1a,Atp6ap2,Il1a,none
Pfn1_Mmp12,Pfn1,Mmp12,none
Yrdc_Actb,Yrdc,Actb,down
Spop_Pf4,Spop,Pf4,up
Rbbp6_Ceacam16,Rbbp6,Ceacam16,none
Cul3_Trim30c,Cul3,Trim30c,none
Leng1_Acer3,Leng1,Acer3,none
Tln1_Mir22hg,Tln1,Mir22hg,none
Atf4_Cfb,Atf4,Cfb,none
Nipbl_Procr,Nipbl,Procr,none
Pafah1b1_Tmem176b,Pafah1b1,Tmem176b,none
Tut1_Acod1,Tut1,Acod1,down
Pik3c3_Clec4e,Pik3c3,Clec4e,none
Trappc1_Selenow,Trappc1,Selenow,down
Tubg1_S100a10,Tubg1,S100a10,none
Tubg1_Rmdn3,Tubg1,Rmdn3,none
Hdac3_Oasl1,Hdac3,Oasl1,none
Tardbp_Sqstm1,Tardbp,Sqstm1,none
Dync1h1_Slamf9,Dync1h1,Slamf9,down
Acin1_Hmgb2,Acin1,Hmgb2,none
Arih1_Cxcl1,Arih1,Cxcl1,none
Rngtt_Rnf213,Rngtt,Rnf213,up
Mnt_Nampt,Mnt,Nampt,none
Chmp6_Malt1,Chmp6,Malt1,none
Rptor_Selenow,Rptor,Selenow,none
Txnl4a_Styx,Txnl4a,Styx,none
Prpf6_Arfgef2,Prpf6,Arfgef2,up
Strip1_Thbs1,Strip1,Thbs1,up
Tpt1_Npy,Tpt1,Npy,up
Ash2l_Tuba1c,Ash2l,Tuba1c,none
Atxn7l3_Lmo2,Atxn7l3,Lmo2,none
Ehmt2_Pdia3,Ehmt2,Pdia3,none
Abi1_Hacd3,Abi1,Hacd3,none
Wdr75_Traf1,Wdr75,Traf1,down
Ncor2_Ptgs1,Ncor2,Ptgs1,up
Eif5_Cd44,Eif5,Cd44,up
Trem2_Pcdh7,Trem2,Pcdh7,none
Hsp90b1_Pdia3,Hsp90b1,Pdia3,up
Kin_Cxcl14,Kin,Cxcl14,up
Srcap_Kitl,Srcap,Kitl,up
Hsp90ab1_Gtf2a1,Hsp90ab1,Gtf2a1,up
Uxt_Polr2a,Uxt,Polr2a,up
Pgm3_Krtcap2,Pgm3,Krtcap2,up
Taf5l_Clec4e,Taf5l,Clec4e,none
Cct4_Tmem178,Cct4,Tmem178,none
Prpf38b_Lmo2,Prpf38b,Lmo2,none
Cct4_Tubb6,Cct4,Tubb6,up
Ncbp1_Lmna,Ncbp1,Lmna,none
Vps4b_Prdx6,Vps4b,Prdx6,up
Nop16_Gbp8,Nop16,Gbp8,up
Top3a_Npy,Top3a,Npy,none
Gnb2_Lipa,Gnb2,Lipa,none
Rab7_Odc1,Rab7,Odc1,none
Tln1_Slamf9,Tln1,Slamf9,down
Tcp1_C920021L13Rik,Tcp1,C920021L13Rik,none
Gspt1_Lgals1,Gspt1,Lgals1,none
Jtb_Bcl2a1d,Jtb,Bcl2a1d,none
Elavl1_Cd48,Elavl1,Cd48,none
Nfkbiz_Creg1,Nfkbiz,Creg1,none
Ddx5_Noct,Ddx5,Noct,up
Cpsf4_Saa3,Cpsf4,Saa3,down
Actl6a_Mt1,Actl6a,Mt1,none
Daxx_Ccrl2,Daxx,Ccrl2,none
Stk11_Ms4a4c,Stk11,Ms4a4c,none
Oxsr1_Gbp6,Oxsr1,Gbp6,down
Tnfaip3_Cxcl2,Tnfaip3,Cxcl2,up
Wdr5_Gm16133,Wdr5,Gm16133,none
Cbll1_Plaur,Cbll1,Plaur,none
Mapk14_Hmox1,Mapk14,Hmox1,down
Tbk1_Emp3,Tbk1,Emp3,none
Klf6_Coro2a,Klf6,Coro2a,down
Lamtor2_Rap2a,Lamtor2,Rap2a,up
Ddost_Dnajc3,Ddost,Dnajc3,up
Rc3h1_Fcgr4,Rc3h1,Fcgr4,none
Mbtps2_Gm57462,Mbtps2,Gm57462,none
Nrbp1_Gngt2,Nrbp1,Gngt2,none
Cog3_Ccl7,Cog3,Ccl7,none
Atp6v1b2_Gm57159,Atp6v1b2,Gm57159,none
Cog3_S100a10,Cog3,S100a10,none
Rngtt_Gm56852,Rngtt,Gm56852,none
Cbfb_C1qb,Cbfb,C1qb,down
Traf2_Cd164,Traf2,Cd164,none
Wdr48_Cxcl2,Wdr48,Cxcl2,none
Traf6_Hmox1,Traf6,Hmox1,down
Ube2m_Dnai3,Ube2m,Dnai3,none
Rpap2_Pilra,Rpap2,Pilra,none
Ss18_Pdrg1,Ss18,Pdrg1,none
Mtor_Cd44,Mtor,Cd44,none
Rpap2_Manf,Rpap2,Manf,none
Cfdp1_Cd69,Cfdp1,Cd69,up
Smc3_Serpinb6b,Smc3,Serpinb6b,none
Ddx5_Tpi1,Ddx5,Tpi1,none
Leo1_S100a10,Leo1,S100a10,none
Tsc2_Syngr1,Tsc2,Syngr1,up
Ddx5_Tmem51,Ddx5,Tmem51,none
Prpf38b_Sertad3,Prpf38b,Sertad3,up
Cog8_Selenow,Cog8,Selenow,down
Hdac3_F9,Hdac3,F9,none
Mcm4_Tlr3,Mcm4,Tlr3,none
Cog3_Cd36,Cog3,Cd36,none
Srsf10_Sec11c,Srsf10,Sec11c,down
Vhl_Gapdh,Vhl,Gapdh,up
Actr10_Pilra,Actr10,Pilra,down
Qars_Krtcap2,Qars,Krtcap2,up
Traf3_Rab2b,Traf3,Rab2b,none
Nfkbiz_Serp1,Nfkbiz,Serp1,down
Bag6_Hspa1b,Bag6,Hspa1b,up
Cfdp1_Mtf2,Cfdp1,Mtf2,none
Csnk1a1_Cotl1,Csnk1a1,Cotl1,none
Sptssa_Cd69,Sptssa,Cd69,none
Eif1ad_Clec4n,Eif1ad,Clec4n,none
Sec63_Coro2a,Sec63,Coro2a,none
Lamtor4_Gbp2,Lamtor4,Gbp2,none
Dda1_Plekha3,Dda1,Plekha3,up
Mms22l_Sqstm1,Mms22l,Sqstm1,none
Chmp5_Akr1a1,Chmp5,Akr1a1,up
Nckap1l_Cd200r1,Nckap1l,Cd200r1,up
Rab7_Cd69,Rab7,Cd69,up
Paf1_Pou3f1,Paf1,Pou3f1,up
Bloc1s1_Gpnmb,Bloc1s1,Gpnmb,up
Strap_Ckb,Strap,Ckb,down
Dhx15_Marcksl1,Dhx15,Marcksl1,none
Med29_Rsad2,Med29,Rsad2,down
Rngtt_Acer3,Rngtt,Acer3,up
Tut1_Pcdh17,Tut1,Pcdh17,none
Tpr_Hipk1,Tpr,Hipk1,none
Irf2_Intu,Irf2,Intu,up
Exoc5_Nqo1,Exoc5,Nqo1,up
Ube2h_Polr2a,Ube2h,Polr2a,none
Trappc8_Doc2g,Trappc8,Doc2g,none
Rae1_Fen1,Rae1,Fen1,none
Zbtb17_Pld4,Zbtb17,Pld4,down
Cop1_Evi5,Cop1,Evi5,none
Top3a_Enpp4,Top3a,Enpp4,none
Pdcd10_Ccl9,Pdcd10,Ccl9,down
Hsp90b1_Lipa,Hsp90b1,Lipa,up
Irf8_Tbrg1,Irf8,Tbrg1,up
Rpl26_Ifi44,Rpl26,Ifi44,none
Virma_Psma6,Virma,Psma6,down
Dusp1_Rabac1,Dusp1,Rabac1,none
Bcl6_Akr1a1,Bcl6,Akr1a1,up
Strip1_Cd63,Strip1,Cd63,none
Ube4b_Ube4b,Ube4b,Ube4b,down
Irf2_Ran,Irf2,Ran,up
Vps39_Pcna,Vps39,Pcna,none
Egln1_Tpi1,Egln1,Tpi1,up
Atp6v0e_Ccdc138,Atp6v0e,Ccdc138,none
Prpf6_Vegfa,Prpf6,Vegfa,none
Ss18_Alox5ap,Ss18,Alox5ap,none
Rps3_Ifih1,Rps3,Ifih1,up
Mphosph10_Macir,Mphosph10,Macir,up
Tnpo3_Fap,Tnpo3,Fap,none
Rela_Swap70,Rela,Swap70,up
Tyk2_Catsper2,Tyk2,Catsper2,none
Clp1_Acod1,Clp1,Acod1,down
Rpl35_S100a11,Rpl35,S100a11,none
Zbtb17_Ckb,Zbtb17,Ckb,down
Yy1_C1qb,Yy1,C1qb,down
Ap3b1_Creld2,Ap3b1,Creld2,none
Bloc1s1_Myo1e,Bloc1s1,Myo1e,none
Stk11_Polr2a,Stk11,Polr2a,none
Arih1_Pilra,Arih1,Pilra,down
Rel_Bcl2a1a,Rel,Bcl2a1a,down
Daxx_Ckb,Daxx,Ckb,none
Emc3_Cmpk2,Emc3,Cmpk2,none
Prdm1_Hspa5,Prdm1,Hspa5,none
Rpl26_Acp5,Rpl26,Acp5,none
Wnk1_Dcun1d1,Wnk1,Dcun1d1,none
Eif1ad_Uchl1,Eif1ad,Uchl1,down
2310011J03Rik_Prdx5,2310011J03Rik,Prdx5,none
Atxn7l3_Il1rn,Atxn7l3,Il1rn,none
Cct7_Tspan3,Cct7,Tspan3,none
Zfp710_Tmem51,Zfp710,Tmem51,up
Cop1_Trappc9,Cop1,Trappc9,none
Ptpa_Tnfsf15,Ptpa,Tnfsf15,none
Mms22l_Kars,Mms22l,Kars,up
Dido1_H4c9,Dido1,H4c9,none
Atp6v1e1_Gm20682,Atp6v1e1,Gm20682,none
Rbck1_Plxdc2,Rbck1,Plxdc2,none
Ppp6c_5430402O13Rik,Ppp6c,5430402O13Rik,none
Fermt3_Slamf9,Fermt3,Slamf9,down
Jtb_Cxcl1,Jtb,Cxcl1,up
Setd2_Gpnmb,Setd2,Gpnmb,none
Rae1_Ppip5k1,Rae1,Ppip5k1,none
Dda1_Timp2,Dda1,Timp2,none
Wdr1_Mettl25,Wdr1,Mettl25,none
Ddx18_Cd36,Ddx18,Cd36,up
Rragc_Hipk2,Rragc,Hipk2,none
Vps72_Timp2,Vps72,Timp2,up
Orc4_Gbp8,Orc4,Gbp8,up
Ippk_Btg1,Ippk,Btg1,none
Ncbp1_Ctla2b,Ncbp1,Ctla2b,none
Ppp2r2a_Cmpk2,Ppp2r2a,Cmpk2,none
Wdr43_Spryd7,Wdr43,Spryd7,up
Rab7_Xpo1,Rab7,Xpo1,none
Cdc123_Cox6a2,Cdc123,Cox6a2,up
Rc3h1_Actb,Rc3h1,Actb,none
Chmp3_Slamf9,Chmp3,Slamf9,none
Dohh_Icam1,Dohh,Icam1,down
Pafah1b1_Etv3,Pafah1b1,Etv3,up
Ddx6_Asns,Ddx6,Asns,none
Nfyc_Sqstm1,Nfyc,Sqstm1,none
Rpn2_Mcm2,Rpn2,Mcm2,none
Dpm2_Mthfd2,Dpm2,Mthfd2,up
Copz1_Gpnmb,Copz1,Gpnmb,none
Nelfcd_Hsp90ab1,Nelfcd,Hsp90ab1,down
Pfdn6_Polr2a,Pfdn6,Polr2a,up
Spc24_Fgl2,Spc24,Fgl2,none
Kras_Ckb,Kras,Ckb,down
Gnb2_Gm1604a,Gnb2,Gm1604a,none
Psmd1_Mllt11,Psmd1,Mllt11,up
Ppp2r2a_Lmna,Ppp2r2a,Lmna,none
Egln1_Pgk1,Egln1,Pgk1,up
Ddx41_Rnaseh2a,Ddx41,Rnaseh2a,none
Nfkbiz_Rapgef5,Nfkbiz,Rapgef5,down
Rps19_Cd9,Rps19,Cd9,down
Prpf40a_Cd300c2,Prpf40a,Cd300c2,up
Adnp_Morrbid,Adnp,Morrbid,up
Dpm2_Calr,Dpm2,Calr,up
Gins3_Cotl1,Gins3,Cotl1,none
Tmem258_Calr,Tmem258,Calr,up
Mafb_Bst1,Mafb,Bst1,up
Srrd_Rapgef5,Srrd,Rapgef5,down
Rack1_Ccrl2,Rack1,Ccrl2,up
Stag2_Gm1673,Stag2,Gm1673,none
Tnpo3_Mmp12,Tnpo3,Mmp12,up
Arpc3_Acod1,Arpc3,Acod1,none
Irf2_Sat1,Irf2,Sat1,none
Arpc3_Mir22hg,Arpc3,Mir22hg,none
Wdr1_Dscam,Wdr1,Dscam,none
Bloc1s1_Fpr2,Bloc1s1,Fpr2,none
Nob1_Serpinb6a,Nob1,Serpinb6a,none
Rbbp6_AU020206,Rbbp6,AU020206,up
Cnot1_Igsf6,Cnot1,Igsf6,down
Runx1_Cxcl2,Runx1,Cxcl2,none
Bap1_Il1rn,Bap1,Il1rn,down
Psmd4_Smpdl3a,Psmd4,Smpdl3a,up
Prpf38b_Anxa1,Prpf38b,Anxa1,up
Pias1_Lgals3,Pias1,Lgals3,none
Bag6_Gpnmb,Bag6,Gpnmb,none
Hdac3_H2-Q7,Hdac3,H2-Q7,none
Kdm1a_Syt11,Kdm1a,Syt11,up
Naa35_Syngr1,Naa35,Syngr1,none
Rb1cc1_Cd72,Rb1cc1,Cd72,down
Uxt_Hmox1,Uxt,Hmox1,down
Gins3_Cd36,Gins3,Cd36,none
Rngtt_Ebi3,Rngtt,Ebi3,none
Polr2i_Kctd12,Polr2i,Kctd12,none
Junb_Alox5ap,Junb,Alox5ap,none
Suz12_Mast4,Suz12,Mast4,up
Yeats4_Tbrg1,Yeats4,Tbrg1,down
Trem2_Acod1,Trem2,Acod1,none
Gtf2a2_Polr2a,Gtf2a2,Polr2a,up
Sec63_Zfp422,Sec63,Zfp422,none
Actr10_S100a10,Actr10,S100a10,none
Dpm3_Dnajc3,Dpm3,Dnajc3,up
Cdc123_Cyb5r1,Cdc123,Cyb5r1,up
Wdr75_Il1rn,Wdr75,Il1rn,none
Tardbp_Trim69,Tardbp,Trim69,none
Eftud2_2810001A02Rik,Eftud2,2810001A02Rik,up
Orc4_Manf,Orc4,Manf,none
Srrd_Rnf185,Srrd,Rnf185,none
Gpn2_Irgm1,Gpn2,Irgm1,none
Slc33a1_Ahnak,Slc33a1,Ahnak,none
Sec62_Evi5,Sec62,Evi5,up
Nckap1l_Hilpda,Nckap1l,Hilpda,none
Dad1_Calr,Dad1,Calr,up
Klf6_Anxa2,Klf6,Anxa2,down
Leng8_Fos,Leng8,Fos,up
Prpf6_1110038B12Rik,Prpf6,1110038B12Rik,none
Snx14_Timp2,Snx14,Timp2,up
Zfp710_Ccdc25,Zfp710,Ccdc25,none
Ube4b_Ccr5,Ube4b,Ccr5,up
Smg5_Shox2,Smg5,Shox2,none
Chmp5_Rin2,Chmp5,Rin2,none
Mcm4_1110038B12Rik,Mcm4,1110038B12Rik,none
Atp6v1e1_Cxcl2,Atp6v1e1,Cxcl2,up
Rpn2_Tubb4b,Rpn2,Tubb4b,none
Ikbkb_Bcl2a1d,Ikbkb,Bcl2a1d,down
Telo2_St3gal5,Telo2,St3gal5,none
Kras_Adgre5,Kras,Adgre5,up
Wtap_Cd9,Wtap,Cd9,up
Nfkbiz_Mtdh,Nfkbiz,Mtdh,down
Ss18_Cxcl14,Ss18,Cxcl14,up
Tyk2_Alms1,Tyk2,Alms1,none
Eif2s1_Pf4,Eif2s1,Pf4,none
Ash2l_Sat1,Ash2l,Sat1,up
Vps33a_Selenow,Vps33a,Selenow,down
Irf9_Ifit3,Irf9,Ifit3,down
Kras_Ccrl2,Kras,Ccrl2,up
Spc24_Cacna1d,Spc24,Cacna1d,none
Orc4_Slc6a8,Orc4,Slc6a8,up
Otud5_C3,Otud5,C3,none
Atp6v1a_Abhd14a,Atp6v1a,Abhd14a,none
Bcl6_Cd9,Bcl6,Cd9,up
Ddx5_Vat1,Ddx5,Vat1,none
Psmd1_Cd69,Psmd1,Cd69,none
Strip1_Cxcl2,Strip1,Cxcl2,none
Ric1_Sqstm1,Ric1,Sqstm1,up
Eny2_Cntnap1,Eny2,Cntnap1,none
Orc4_Oser1,Orc4,Oser1,none
Hira_Cd300a,Hira,Cd300a,up
Rragc_Syngr1,Rragc,Syngr1,up
Rheb_S100a10,Rheb,S100a10,none
Ddx18_Ift22,Ddx18,Ift22,none
Actr2_Ppm1k,Actr2,Ppm1k,none
Mafb_Cd44,Mafb,Cd44,none
Cdkn1a_Prc1,Cdkn1a,Prc1,up
Dpm2_Npl,Dpm2,Npl,none
Ifnar1_Irgm1,Ifnar1,Irgm1,down
Ncor2_Pf4,Ncor2,Pf4,up
Ube2m_Lipa,Ube2m,Lipa,up
Vps72_Gpnmb,Vps72,Gpnmb,none
Mapk14_Acadl,Mapk14,Acadl,none
Nop16_Cd69,Nop16,Cd69,up
Snrnp27_Mt1,Snrnp27,Mt1,up
Ddx6_Csf3r,Ddx6,Csf3r,none
Ddx6_Ahnak,Ddx6,Ahnak,none
Gspt1_Brd2,Gspt1,Brd2,none
Tyk2_Stx1a,Tyk2,Stx1a,none
Traf3_Ampd1,Traf3,Ampd1,none
Egln1_Saa3,Egln1,Saa3,none
Tnfrsf1a_Cd300lb,Tnfrsf1a,Cd300lb,up
Srsf7_Clec4e,Srsf7,Clec4e,down
Gins4_Ccnd1,Gins4,Ccnd1,up
Ddx5_Ccnd1,Ddx5,Ccnd1,none
Psmg4_Prr13,Psmg4,Prr13,up
Atf4_Mxd1,Atf4,Mxd1,down
Rb1cc1_Trib3,Rb1cc1,Trib3,none
Gins3_Tlr1,Gins3,Tlr1,none
Pi4kb_Hspa5,Pi4kb,Hspa5,up
Msto1_Bcl6,Msto1,Bcl6,up
Spout1_Cd44,Spout1,Cd44,up
Srsf1_Cd68,Srsf1,Cd68,up
Derl2_Aif1,Derl2,Aif1,none
Dcaf13_Sqstm1,Dcaf13,Sqstm1,none
Ing3_Cd36,Ing3,Cd36,up
Atxn7l3_Akr1a1,Atxn7l3,Akr1a1,none
Mideas_Ak4,Mideas,Ak4,none
Ndc80_Fcgr2b,Ndc80,Fcgr2b,down
Bag6_Gsr,Bag6,Gsr,down
Irf9_Gm26708,Irf9,Gm26708,none
Myd88_Lrrc25,Myd88,Lrrc25,down
Nelfb_Cd69,Nelfb,Cd69,none
Dohh_Gm56599,Dohh,Gm56599,none
Tyrobp_Ccnd1,Tyrobp,Ccnd1,down
Cnot1_Selenow,Cnot1,Selenow,down
Srsf1_Hcn1,Srsf1,Hcn1,none
Atg9a_Hacd2,Atg9a,Hacd2,none
Mau2_Trem2,Mau2,Trem2,up
Abi1_Bcl2a1d,Abi1,Bcl2a1d,none
Tnfaip3_Ctsl,Tnfaip3,Ctsl,none
Ippk_Tasl,Ippk,Tasl,up
Rae1_Acod1,Rae1,Acod1,down
Fzr1_Mfsd6,Fzr1,Mfsd6,none
Dido1_Pmp22,Dido1,Pmp22,none
Nelfb_Utp14b,Nelfb,Utp14b,none
Wdr5_Sat1,Wdr5,Sat1,up
Ube2m_Ift22,Ube2m,Ift22,none
Dido1_Hspa1b,Dido1,Hspa1b,none
Actr2_Glipr1,Actr2,Glipr1,none
Ints9_Gm34961,Ints9,Gm34961,up
Nipbl_Asph,Nipbl,Asph,none
Trappc8_Trem2,Trappc8,Trem2,none
Rtf1_Slamf7,Rtf1,Slamf7,none
Leng8_Spsb2,Leng8,Spsb2,none
Phb2_Cox6a2,Phb2,Cox6a2,up
Arid1a_Tmcc3,Arid1a,Tmcc3,up
Tmem258_Ifitm6,Tmem258,Ifitm6,none
Ncbp1_Creld2,Ncbp1,Creld2,none
Ppp2r2a_Ctsl,Ppp2r2a,Ctsl,none
Ddost_Ddit3,Ddost,Ddit3,up
Cfdp1_Npy,Cfdp1,Npy,up
Actr6_Adgb,Actr6,Adgb,down
Tmem258_Cd69,Tmem258,Cd69,none
Ddx5_Fxyd2,Ddx5,Fxyd2,up
Adnp_Lgals3,Adnp,Lgals3,down
Mapk14_Pilra,Mapk14,Pilra,none
Tnpo3_Cd84,Tnpo3,Cd84,none
Arid1a_Asph,Arid1a,Asph,none
Ppp2r2a_Gm15987,Ppp2r2a,Gm15987,none
Hyou1_Ifit2,Hyou1,Ifit2,none
Dnajc8_BC005537,Dnajc8,BC005537,none
Gpn2_Mmp12,Gpn2,Mmp12,none
Ddx41_Lmna,Ddx41,Lmna,up
Cbfb_Sec11c,Cbfb,Sec11c,none
Fbxo11_Gngt2,Fbxo11,Gngt2,up
Eif4a1_Cxcl2,Eif4a1,Cxcl2,none
Psmd1_Ckb,Psmd1,Ckb,none
Bag6_Ythdf1,Bag6,Ythdf1,none
Gosr2_Gm20703,Gosr2,Gm20703,none
Ctdspl2_Ppp1r10,Ctdspl2,Ppp1r10,none
Il10ra_Cxcl2,Il10ra,Cxcl2,up
Eif2s1_Gm57006,Eif2s1,Gm57006,none
Sars_Ezr,Sars,Ezr,none
Fzr1_Il1rn,Fzr1,Il1rn,none
Srsf1_Syngr1,Srsf1,Syngr1,up
Med29_Folr2,Med29,Folr2,none
Pik3c3_Creg1,Pik3c3,Creg1,up
Ippk_Dock10,Ippk,Dock10,none
Sars_Ly9,Sars,Ly9,none
Gins4_Cmpk2,Gins4,Cmpk2,none
Tsc2_Trem2,Tsc2,Trem2,up
Nfyc_Lgals1,Nfyc,Lgals1,down
Pafah1b1_Aopep,Pafah1b1,Aopep,none
Rps26_Cd36,Rps26,Cd36,up
Sec13_Prnp,Sec13,Prnp,none
Fermt3_Ctsl,Fermt3,Ctsl,up
Prpf40a_Cd48,Prpf40a,Cd48,down
Ogdh_Fam162a,Ogdh,Fam162a,up
Stk11_Ern1,Stk11,Ern1,none
Ube4b_Tspan13,Ube4b,Tspan13,up
Cct5_Vegfa,Cct5,Vegfa,none
Vhl_Higd1a,Vhl,Higd1a,up
Atp6ap2_Prdx1,Atp6ap2,Prdx1,none
Snapc3_Hspa1b,Snapc3,Hspa1b,none
Meaf6_S100a6,Meaf6,S100a6,down
Rack1_Trem2,Rack1,Trem2,up
Sephs1_Lst1,Sephs1,Lst1,down
Atp6v0e_H2-Q7,Atp6v0e,H2-Q7,none
Ippk_Creg1,Ippk,Creg1,none
Snx14_Ckb,Snx14,Ckb,none
Trappc8_Sec24a,Trappc8,Sec24a,up
Tbc1d10b_Hipk1,Tbc1d10b,Hipk1,none
Top3a_Timp2,Top3a,Timp2,none
Irak4_Manf,Irak4,Manf,none
Kdsr_Arid4a,Kdsr,Arid4a,none
Top3a_Syngr1,Top3a,Syngr1,up
Meaf6_Hsp90b1,Meaf6,Hsp90b1,none
Irf2_Ccl7,Irf2,Ccl7,none
Toe1_Dcxr,Toe1,Dcxr,none
Nrbp1_Plaur,Nrbp1,Plaur,up
Vps39_Sqstm1,Vps39,Sqstm1,up
Qars_Iigp1,Qars,Iigp1,none
Bag6_Cpe,Bag6,Cpe,up
Derl2_Il1rn,Derl2,Il1rn,none
Msto1_Tubb6,Msto1,Tubb6,up
Trappc1_Camsap2,Trappc1,Camsap2,none
Irf2_Klhl24,Irf2,Klhl24,none
Vps4b_Mtln,Vps4b,Mtln,none
Rack1_Selenow,Rack1,Selenow,down
Rbck1_Selenow,Rbck1,Selenow,none
Sephs1_Ggta1,Sephs1,Ggta1,none
Eny2_Lmna,Eny2,Lmna,up
Mettl3_Lipa,Mettl3,Lipa,up
Mbtps2_Bhlhe41,Mbtps2,Bhlhe41,up
Wdr70_Lmna,Wdr70,Lmna,up
Dpm3_Hspa1a,Dpm3,Hspa1a,none
Ppp2r2a_Ccl9,Ppp2r2a,Ccl9,none
Acin1_Syngr1,Acin1,Syngr1,none
Fli1_Ccl2,Fli1,Ccl2,none
Urm1_Atf5,Urm1,Atf5,up
Prpf6_Itgam,Prpf6,Itgam,none
Atg101_Ggta1,Atg101,Ggta1,none
Jak1_Ticam1,Jak1,Ticam1,none
Tbc1d10b_Cyb5r1,Tbc1d10b,Cyb5r1,none
Dohh_Mt1,Dohh,Mt1,up
Gins3_Ms4a6b,Gins3,Ms4a6b,down
Oxsr1_Rsad2,Oxsr1,Rsad2,none
Orc4_Pik3r1,Orc4,Pik3r1,up
Hars_Mtdh,Hars,Mtdh,up
Vps39_Prdx1,Vps39,Prdx1,up
Tbk1_Lacc1,Tbk1,Lacc1,none
Sars_Gm17949,Sars,Gm17949,none
Rpap2_Sars,Rpap2,Sars,none
Dpm1_Cox6a2,Dpm1,Cox6a2,up
Ddx6_Ccr5,Ddx6,Ccr5,up
Smc3_Stap1,Smc3,Stap1,up
Rab7_Prkcg,Rab7,Prkcg,none
Chd4_Mrc1,Chd4,Mrc1,up
Eif1ad_Plpp3,Eif1ad,Plpp3,none
Eny2_Ggt7,Eny2,Ggt7,none
Rab7_Rin2,Rab7,Rin2,up
Wdr61_H2-T22,Wdr61,H2-T22,none
Dohh_Gbp2,Dohh,Gbp2,up
Ddx5_Swap70,Ddx5,Swap70,none
Eny2_Pdia3,Eny2,Pdia3,none
Wdr75_Npy,Wdr75,Npy,none
Kat5_Acoxl,Kat5,Acoxl,up
Tmem258_Ift43,Tmem258,Ift43,none
Cwc15_Ctbp2,Cwc15,Ctbp2,none
Plrg1_Blvrb,Plrg1,Blvrb,none
Tardbp_Inhba,Tardbp,Inhba,none
Nelfa_H2az1,Nelfa,H2az1,none
Jak1_Il1rn,Jak1,Il1rn,down
Rraga_Selenow,Rraga,Selenow,none
Hars_Actb,Hars,Actb,down
Gosr2_Fpr2,Gosr2,Fpr2,none
Smarcd2_Il1b,Smarcd2,Il1b,none
Nrbf2_Sqstm1,Nrbf2,Sqstm1,up
Cbll1_Clec4n,Cbll1,Clec4n,up
Lamtor4_Cd63,Lamtor4,Cd63,up
Tirap_Bnip3,Tirap,Bnip3,none
Ptpn11_Higd1a,Ptpn11,Higd1a,none
Mtor_Cotl1,Mtor,Cotl1,down
Kdm1a_Osbpl8,Kdm1a,Osbpl8,none
Heatr1_Trem2,Heatr1,Trem2,up
Uxt_Prdx1,Uxt,Prdx1,none
Rpap2_Creg1,Rpap2,Creg1,up
Nelfcd_Lgals3,Nelfcd,Lgals3,none
Hars_Asns,Hars,Asns,up
Nipbl_Ctsl,Nipbl,Ctsl,down
Txnl4a_Pcdh7,Txnl4a,Pcdh7,up
Igbp1_Krtcap2,Igbp1,Krtcap2,none
Il10rb_H2-T22,Il10rb,H2-T22,none
Bcl6_Arnt2,Bcl6,Arnt2,none
Sec63_Blvrb,Sec63,Blvrb,none
Rps26_Ms4a4c,Rps26,Ms4a4c,none
Dusp1_Mtdh,Dusp1,Mtdh,down
Ly96_Naa50,Ly96,Naa50,none
Srcap_Prdx1,Srcap,Prdx1,none
Sec63_Ms4a6b,Sec63,Ms4a6b,none
Mafb_S100a6,Mafb,S100a6,none
Cwc15_Ahnak,Cwc15,Ahnak,up
Dr1_Pdk1,Dr1,Pdk1,none
Becn1_Sqstm1,Becn1,Sqstm1,up
Leng8_Timp2,Leng8,Timp2,up
Ash2l_Clec4n,Ash2l,Clec4n,none
Urm1_Ctsl,Urm1,Ctsl,none
Ctdnep1_Il6,Ctdnep1,Il6,none
Rpp21_Pbxip1,Rpp21,Pbxip1,none
Heatr1_Sqstm1,Heatr1,Sqstm1,none
Dnajc8_Tmed1,Dnajc8,Tmed1,down
Arpc2_Ccrl2,Arpc2,Ccrl2,up
Rpp21_H2-Q7,Rpp21,H2-Q7,up
Vps39_Cd63,Vps39,Cd63,up
Hspa4_Itgal,Hspa4,Itgal,down
Rps26_1110038B12Rik,Rps26,1110038B12Rik,up
Rbbp6_Smpdl3a,Rbbp6,Smpdl3a,none
Il10rb_Cd69,Il10rb,Cd69,none
Atp6v1e1_Gm41290,Atp6v1e1,Gm41290,none
E4f1_Ifit2,E4f1,Ifit2,up
Mphosph10_Creld2,Mphosph10,Creld2,none
Atp6v0e_Dynll1,Atp6v0e,Dynll1,none
